epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,batch_size,avg,iter_total
3.0216738330200315,3.127995500108227,3.0889143749373034,3.04602129093837,2.994685542071238,3.09767412499059,3.3399727910291404,3.0957515420159325,3.018877916969359,3.0977122080512345,16,3.092927912413143,30.968509124941193
1.5470881670480594,1.571824457962066,1.5319200829835609,1.5393317500129342,1.557074415963143,1.7214440420502797,1.5368134580785409,1.556733916979283,1.6309206249425188,1.6071770410053432,32,1.5800327957025728,15.825736167025752
0.7900055829668418,0.7803456250112504,0.7832395830191672,0.7824748329585418,0.7805626660119742,0.7922000829130411,0.77981295902282,0.7759324579965323,0.7797604579245672,0.815730124944821,64,0.7860064372769557,7.879836124950089
0.5175114170415327,0.4453866670373827,0.4471835419535637,0.4480240000411868,0.4675818330142647,0.449759625014849,0.44557670794893056,0.4456164170987904,0.443846125039272,0.4478978340048343,128,0.4558384168194607,4.591810500016436
0.3053454590262845,0.30739258299581707,0.3068364590872079,0.3207062080036849,0.30232091702055186,0.385374000063166,0.3089990000007674,0.3055922919884324,0.3067054169951007,0.3049175830092281,256,0.3154189918190241,3.171885250019841
0.22746874997392297,0.24662512494251132,0.2585462500574067,0.26520637492649257,0.26344066695310175,0.2589952090056613,0.2621435420587659,0.26141845795791596,0.26717116707004607,0.26499187503941357,512,0.2576007417985238,2.596020375029184
0.20051549992058426,0.15101916599087417,0.15552345803007483,0.19234341697301716,0.20476604206487536,0.2027183340396732,0.20670791703741997,0.19743337505497038,0.20768404100090265,0.20510887494310737,1024,0.19238201250554993,1.9430314999772236
0.13206658302806318,0.12795245798770338,0.12777108291629702,0.1352228750474751,0.13201745797414333,0.13801191688980907,0.1644368750276044,0.14645100000780076,0.1386955410707742,0.1573732920223847,2048,0.1399999081972055,1.4184912919299677
0.13241437508258969,0.11775550001766533,0.109062833013013,0.10896195797249675,0.10843350004870445,0.11036591697484255,0.10590958304237574,0.10531141597311944,0.10468541597947478,0.10376745800022036,4096,0.1106667956104502,1.1250189170241356
0.10150133399292827,0.10020670806989074,0.1342542499769479,0.10565991699695587,0.10227925004437566,0.10110920900478959,0.09571112494450063,0.09249329206068069,0.09507779194973409,0.09870999993290752,8192,0.10270028769737109,1.0458794169826433
0.10791733302175999,0.09530091600026935,0.09657279099337757,0.09728562505915761,0.09728870796971023,0.09968970902264118,0.09586916700936854,0.09800191596150398,0.0983396249357611,0.09835016704164445,16384,0.0984615957015194,1.0048912910278887
