epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,avg,iter_total
0.30284237500745803,0.2997459580656141,0.30043041706085205,0.30129016598220915,0.30460845900233835,0.3035492500057444,0.2982287920312956,0.29747441597282887,0.275612875004299,0.30495708296075463,0.31832858303096145,0.3496597910998389,0.3594493339769542,0.35464925004635006,0.34335091698449105,0.3481975410832092,0.35428845800925046,0.3008039169944823,0.3005325000267476,0.299656999995932,0.31588285411708056,6.360782959032804
0.30049050005618483,0.3214300419203937,0.3577812500298023,0.3610682910075411,0.35716383298859,0.3589909999864176,0.36096179101150483,0.35964079201221466,0.35895962500944734,0.36288995889481157,0.3612523749470711,0.36237066600006074,0.31471387506462634,0.2981784580042586,0.30340487509965897,0.3401169159915298,0.36126233299728483,0.36252887500450015,0.36413220805116,0.3584712080191821,0.34629044360481204,6.966453582979739
0.35572133294772357,0.3643654999323189,0.36239150003530085,0.36336166702676564,0.36766037496272475,0.359929500031285,0.3323497499804944,0.3012309999903664,0.3080693749943748,0.3106421250849962,0.3448931669117883,0.3605858329683542,0.35905116598587483,0.36064979201182723,0.30165699997451156,0.3013786249794066,0.3007873749593273,0.3040151660097763,0.32196279196068645,0.3363273749127984,0.3358515207830351,6.756353167002089
0.30222016596235335,0.3032681249314919,0.30136945797130466,0.32301545795053244,0.3585989170242101,0.3537933330517262,0.3578668750124052,0.3453446669736877,0.29616279096808285,0.29812958301045,0.29965962504502386,0.31784124998375773,0.3630998330190778,0.3650593749480322,0.36186166701372713,0.36109224997926503,0.3472959999926388,0.30380024993792176,0.34041737497318536,0.36076275003142655,0.33303298738901504,6.700133209000342
0.3591494170250371,0.36331150005571544,0.3653219169937074,0.365316667011939,0.36268904199823737,0.3648456670343876,0.3390992919448763,0.2939062078949064,0.29559912509284914,0.3099797499598935,0.3230374170234427,0.314022250007838,0.3238943750038743,0.3662702919682488,0.36929737497121096,0.36855574999935925,0.38541724998503923,0.37935558310709894,0.37463537498842925,0.37741083302535117,0.3500557542545721,7.041764207999222
0.3748856669990346,0.3577446249546483,0.33367308299057186,0.341163459001109,0.3626506249420345,0.32434733398258686,0.34642912505660206,0.3799515829887241,0.38016720791347325,0.3761536660604179,0.35750445898156613,0.3646521660266444,0.3534118329407647,0.3741930410033092,0.3668184169800952,0.3788887499831617,0.37239529204089195,0.3049923329381272,0.3576179170049727,0.31535937497392297,0.35614999788813295,7.1648915419355035
0.347620541928336,0.3591535420855507,0.3762675418984145,0.3662939170608297,0.360030208947137,0.37506820901762694,0.37889687495771796,0.36988074996042997,0.3814256249461323,0.3842194579774514,0.38514062494505197,0.33230883395299315,0.3183409159537405,0.29361462499946356,0.3118571670493111,0.3435218749800697,0.37322312500327826,0.376253042020835,0.36221495899371803,0.38259433291386813,0.3588963084795978,7.219642292009667
0.3759314169874415,0.38111987500451505,0.383457624935545,0.3781974170124158,0.37459091702476144,0.3648908339673653,0.3190854169661179,0.34186625003349036,0.36858429200947285,0.36708700004965067,0.37124833289999515,0.37604287499561906,0.3806212500203401,0.37471091700717807,0.37296933389734477,0.3761144169839099,0.38019462500233203,0.3729624579427764,0.3748479160713032,0.37417970900423825,0.37043514389079063,7.450797416968271
0.3121405839920044,0.30400495894718915,0.3686504999641329,0.37889491696842015,0.3802154160803184,0.386424999916926,0.38177137507591397,0.3790605829562992,0.3773985829902813,0.3796563750365749,0.343760791933164,0.31918733299244195,0.32041124999523163,0.33645037503447384,0.3299330839654431,0.33076733292546123,0.3332043749978766,0.36712462501600385,0.3836489589884877,0.377377082942985,0.3545041750359815,7.132197791012004
0.3801496250089258,0.3798354590544477,0.3779600419802591,0.38324795803055167,0.3720946250250563,0.37879220803733915,0.37799479195382446,0.3610061670187861,0.33870991598814726,0.3602140420116484,0.314713167026639,0.3702121670357883,0.3801547090988606,0.3779162080027163,0.37956945900805295,0.38185283297207206,0.37548587506171316,0.3850569169735536,0.37830054201185703,0.37754679191857576,0.37154067516094075,7.473217332968488
0.38232224993407726,0.3370297499932349,0.36552216694690287,0.33333712501917034,0.34096220799256116,0.37462691706605256,0.37888770806603134,0.3836500410689041,0.37900316598825157,0.387161249993369,0.3750106249935925,0.3804285830119625,0.3810162920271978,0.3769332920201123,0.36156012502033263,0.3378267079824582,0.3705298750428483,0.3713897919515148,0.3085343330167234,0.37121237500105053,0.3648472291068174,7.3390601250575855
0.38008024997543544,0.37864729203283787,0.3809803749900311,0.374767208006233,0.38179262494668365,0.3856102500576526,0.37904191692359746,0.3815140000078827,0.3346744580194354,0.36160083301365376,0.3738064169883728,0.38445083296392113,0.31328424997627735,0.36268433299846947,0.37735279207117856,0.37573979201260954,0.37801983300596476,0.3902890000026673,0.3801472500199452,0.38262124999891967,0.37285524790058844,7.500953542068601
0.3743474161019549,0.35459158394951373,0.332446958986111,0.37359279207885265,0.3824932499555871,0.38104333297815174,0.3478554580360651,0.33376874995883554,0.38387937494553626,0.384715583990328,0.3847197920549661,0.375913625000976,0.38196662499103695,0.3819205410545692,0.37940645799972117,0.3334959999192506,0.37021029205061495,0.37714733299799263,0.38590954104438424,0.3837519580265507,0.37015883330604993,7.445512915961444
0.32287529204040766,0.3607718750135973,0.3751849168911576,0.3838507919572294,0.3854667079867795,0.37154929200187325,0.39161612500902265,0.37518100009765476,0.34634095802903175,0.34258033300284296,0.3720267500029877,0.3760311669902876,0.3816602498991415,0.380471209064126,0.3057924580061808,0.3534674580441788,0.3870942499488592,0.37613362504635006,0.38724262500181794,0.3852549579460174,0.36802960209897717,7.402971207979135
0.3815760830184445,0.3726670000469312,0.329958250047639,0.37197958305478096,0.37784541700966656,0.37606316700112075,0.32022024993784726,0.36764287506230175,0.3391105839982629,0.31608058302663267,0.3633910829667002,0.3782024170504883,0.38119091594126076,0.37359179102350026,0.36177249997854233,0.3725009999470785,0.3199149579741061,0.36798920889850706,0.3781641670502722,0.3742016659816727,0.3612031749507878,7.266769250039943
0.36872266593854874,0.3782724170014262,0.37698783294763416,0.30518933304119855,0.37025675002951175,0.37688083306420594,0.38047741702757776,0.37996983400080353,0.37569133297074586,0.3481235000072047,0.34184066706802696,0.3708097089547664,0.37759395909961313,0.37919529201462865,0.37680520897265524,0.32212087500374764,0.3393414579331875,0.33034945803228766,0.3561562920222059,0.36976037500426173,0.3612272605067119,7.265228291973472
