epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,batch_size,avg,iter_total
0.6809080831008032,0.6441485409159213,0.6545288750203326,0.6939812919590622,0.6567969999741763,0.8031792079564184,0.6708097079535946,0.6622166249435395,0.6465947499964386,0.6544485839549452,16,0.6767612665775232,7.0585892089875415
0.3611163749592379,0.35562733304686844,0.3695694589987397,0.3486990840174258,0.3594082919880748,0.3466125000268221,0.3484116669278592,0.3332676659338176,0.36278612504247576,0.3558935000328347,32,0.3541392000974156,3.5421512499451637
0.2095024581067264,0.2065710830502212,0.2052151249954477,0.21824954100884497,0.20936799992341548,0.20985654194373637,0.21008737501688302,0.2108635000186041,0.2078480419004336,0.21076291694771498,64,0.20983245829120278,2.099037791020237
0.131292333942838,0.13292004202958196,0.1324414579430595,0.1322753339773044,0.13231262494809926,0.13399933301843703,0.13320308295078576,0.13452554191462696,0.13331820804160088,0.13382512505631894,128,0.13301130838226527,1.3308001249097288
0.10249083302915096,0.10910241701640189,0.1498450409853831,0.11514908401295543,0.11829945794306695,0.1310746669769287,0.11198983306530863,0.10296554199885577,0.10371083300560713,0.10378004203084856,256,0.11484077500645071,1.1491111669456586
0.12452954205218703,0.09918066707905382,0.09891808405518532,0.09487749997060746,0.09733337501529604,0.09738433302845806,0.09642733400687575,0.09705849993042648,0.09838024992495775,0.09757137496490031,512,0.1001660960027948,1.0023397920886055
0.09722058405168355,0.09339645795989782,0.10294237500056624,0.0928684170357883,0.09081295796204358,0.09107337496243417,0.09086224995553493,0.12020891602151096,0.09004579193424433,0.08787958300672472,1024,0.09573107078904286,0.9580185830127448
0.09320558304898441,0.09524954203516245,0.09413716697599739,0.0924970000050962,0.10043033305555582,0.09380654199048877,0.0951577079249546,0.09223049995489419,0.09547929198015481,0.09417504107113928,2048,0.0946368708042428,0.9470438749995083
0.09905662504024804,0.08825150004122406,0.23590054200030863,0.08990687492769212,0.08872545801568776,0.08380391704849899,0.08896600001025945,0.08813229098450392,0.090857999981381,0.08669012493919581,4096,0.10402913329889998,1.0410224579973146
0.10299795807804912,0.09379700000863522,0.09167241596151143,0.0935344590106979,0.09168733400292695,0.09259250003378838,0.09254199999850243,0.09417408297304064,0.09271891694515944,0.09397016698494554,8192,0.09396868339972571,0.9403609160799533
0.09858779201749712,0.0933092919876799,0.09633424994535744,0.09399062499869615,0.09299929207190871,0.09243804193101823,0.09184995794203132,0.12988070806022733,0.09986158402170986,0.09321637498214841,16384,0.09824679179582745,0.9831678329501301
